[2023-02-01T08:33:30.378429+01:00] Rizal\Logger\LoggerTest.INFO: Log [] []
[2023-02-01T08:46:31.150506+01:00] Rizal\Logger\LoggerTest.INFO: Log [] []
[2023-02-01T08:46:49.107444+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:46:49.121221+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:46:49.121347+01:00] Rizal\Logger\LevelTest.DEBUG: Debug Level [] []
[2023-02-01T08:46:49.121416+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:46:49.121482+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:46:49.121552+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T08:50:17.395101+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:50:17.399114+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:50:17.402101+01:00] Rizal\Logger\LevelTest.DEBUG: Debug Level [] []
[2023-02-01T08:50:17.402268+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:50:17.402492+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:50:17.402610+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T08:50:56.548440+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:50:56.553269+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:50:56.553742+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:50:56.553864+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:50:56.553985+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T09:02:17.169223+01:00] Rizal\Logger\ContextTest.INFO: Successful Login {"username":"rizal300500"} []
[2023-02-01T09:02:17.176771+01:00] Rizal\Logger\ContextTest.ERROR: Error Login {"username":"_Rizal"} []
[2023-02-01T09:03:04.032153+01:00] Rizal\Logger\ContextTest.INFO: Successful Login {"username":"rizal300500"} []
[2023-02-01T09:03:04.036334+01:00] Rizal\Logger\ContextTest.ERROR: Error Login {"username":"_Rizal"} []
[2023-02-01T09:18:52.807749+01:00] Rizal\Logger\ProcessorTest.INFO: Hello [] {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:21:04.004775+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:21:37.547896+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:35:09.842097+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"memory_usage":"4 MB"}
[2023-02-01T10:04:13.145769+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:670 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.145825+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:671 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.145885+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:672 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.145940+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:673 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.145998+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:674 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146054+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:675 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146113+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:676 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146170+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:677 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146227+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:678 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146284+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:679 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146344+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:680 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146402+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:681 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146458+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:682 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146518+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:683 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146616+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:684 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146679+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:685 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146737+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:686 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146794+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:687 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146851+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:688 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146909+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:689 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.146965+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:690 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147025+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:691 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147080+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:692 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147137+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:693 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147195+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:694 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147253+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:695 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147313+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:696 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147371+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:697 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147428+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:698 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147485+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:699 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147539+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:700 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147598+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:701 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147657+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:702 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147712+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:703 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147772+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:704 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147869+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:705 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147933+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:706 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.147993+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:707 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148049+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:708 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148106+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:709 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148161+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:710 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148220+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:711 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148277+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:712 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148340+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:713 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148396+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:714 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148454+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:715 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148508+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:716 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148566+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:717 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148620+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:718 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148681+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:719 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148740+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:720 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148798+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:721 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148857+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:722 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148916+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:723 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.148973+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:724 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149071+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:725 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149133+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:726 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149188+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:727 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149246+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:728 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149309+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:729 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149365+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:730 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149421+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:731 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149476+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:732 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149536+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:733 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149593+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:734 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149649+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:735 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149707+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:736 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149763+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:737 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149820+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:738 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149875+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:739 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149932+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:740 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.149986+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:741 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150042+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:742 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150099+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:743 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150156+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:744 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150213+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:745 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150312+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:746 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150372+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:747 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150431+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:748 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150486+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:749 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150543+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:750 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150603+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:751 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150660+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:752 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150721+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:753 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150776+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:754 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150832+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:755 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150890+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:756 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.150946+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:757 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151004+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:758 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151060+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:759 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151117+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:760 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151172+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:761 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151230+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:762 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151290+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:763 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151347+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:764 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151405+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:765 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151500+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:766 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151562+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:767 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151621+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:768 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151678+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:769 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151736+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:770 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151793+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:771 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151848+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:772 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.151906+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:773 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
